GameID,Title,Max Players,Review Score,Sales,Price,Category,Year
441,Assassin's Creed,1,81,1.77,17.95,T,2007
442,Uncharted: Drake's Fortune,1,88,1.76,24.95,T,2007
443,Mass Effect,1,91,1.57,17.95,T,2007
444,Cooking Mama 2: Dinner with Friends,1,70,1.56,17.95,E,2007
445,BioShock,1,96,1.52,16.95,T,2007
446,Super Paper Mario,1,85,1.5,29.95,E,2007
447,Game Party,4,25,1.49,14.95,T,2007
448,Ratchet & Clank: Size Matters,1,85,1.47,14.95,E,2007
449,Dance Dance Revolution Hottest Party,4,73,1.45,17.95,T,2007
450,Cooking Mama: Cook Off,2,61,1.38,14.95,M,2007
451,Gran Turismo 5: Prologue,2,80,1.31,24.95,E,2007
452,Professor Layton and the Curious Village,1,85,1.26,23.95,E,2007
453,Resident Evil 4,1,91,,16.95,T,2007
454,The Elder Scrolls IV: Oblivion,1,93,,17.95,T,2007
455,Transformers: Autobots,1,67,1.17,17.95,E,2007
456,Transformers: Decepticons,1,66,1.17,17.95,M,2007
457,Diddy Kong Racing DS,1,63,1.16,24.95,T,2007
458,Big Brain Academy: Wii Degree,8,68,1.1,19.95,M,2007
459,Need for Speed: ProStreet,2,72,1.1,16.95,T,2007
460,Deal or No Deal,1,20,1.1,11.95,E,2007
461,LEGO Star Wars: The Complete Saga,2,80,1.09,17.95,T,2007
462,Sonic and the Secret Rings,4,69,1.08,16.95,E,2007
463,The Orange Box,1,96,1.06,17.95,E,2007
464,Crackdown,1,83,1.02,14.95,M,2007
465,Rock Band,4,92,1.01,14.95,M,2007
466,Tiger Woods PGA Tour 08,4,72,1,17.95,T,2007
467,WWE Smackdown vs. Raw 2008,4,71,0.96,12.95,T,2007
468,Madden NFL 08,4,81,0.94,9.95,T,2007
469,Call of Duty 4: Modern Warfare,1,75,0.94,19.95,T,2007
470,MySims,1,68,0.94,17.95,T,2007
471,Mario Strikers Charged,4,79,0.93,29.95,E,2007
472,Star Wars Battlefront: Renegade Squadron,1,73,0.93,16.95,T,2007
473,Flash Focus: Vision Training in Minutes a Day,1,59,0.91,17.95,T,2007
474,Metroid Prime 3: Corruption,1,90,0.91,19.95,T,2007
475,Tom Clancy's Ghost Recon: Advanced Warfighter 2...,1,86,0.89,14.95,T,2007
476,Madden NFL 08,4,76,0.86,12.95,M,2007
477,Ratchet & Clank Future: Tools of Destruction,1,89,0.86,22.95,E,2007
478,LEGO Star Wars: The Complete Saga,2,80,0.85,17.95,M,2007
479,Rayman Raving Rabbids 2,4,67,0.84,17.95,T,2007
480,NBA 2K8 ,1,81,0.83,9.95,M,2007
481,Namco Museum DS,1,67,0.8,17.95,E,2007
482,Need for Speed: ProStreet,2,73,0.75,16.95,T,2007
483,Blazing Angels: Squadrons of WWII,2,57,0.75,16.95,E,2007
484,Drawn to Life,1,73,0.75,17.95,T,2007
485,EA Playground,4,66,0.72,17.95,T,2007
486,Major League Baseball 2K7,2,79,0.7,9.95,E,2007
487,Resident Evil: The Umbrella Chronicles,2,75,0.69,19.95,T,2007
488,NCAA Football 08,2,81,0.68,9.95,E,2007
489,Spectrobes,1,63,0.68,14.95,E,2007
490,The Sims 2: Castaway,1,66,0.66,16.95,M,2007
491,WWE Smackdown vs. Raw 2008,6,74,0.64,14.95,E,2007
492,Madden NFL 08,1,75,0.64,9.95,E,2007
493,NBA Live 08,4,73,0.6,9.95,M,2007
494,The Simpsons Game,1,69,0.6,17.95,M,2007
495,Ace Combat 6: Fires of Liberation,1,80,0.58,19.95,E,2007
496,Heavenly Sword,1,79,0.57,24.95,E,2007
497,Ninja Gaiden Sigma,1,88,0.57,19.95,E,2007
498,Ben 10: Protector of the Earth,1,63,,16.95,T,2007
499,The Simpsons Game,2,71,0.55,17.95,T,2007
500,CrossworDS,1,67,0.53,17.95,T,2007
501,Sonic Rush Adventure,1,78,0.52,24.95,T,2007
502,Tiger Woods PGA Tour 08,4,80,0.51,14.95,T,2007
503,Tony Hawk's Proving Ground,2,72,0.51,16.95,T,2007
504,Call of Duty: Roads to Victory,1,64,0.51,24.95,E,2007
505,Transformers: The Game,1,52,0.51,14.95,M,2007
506,NBA 2K8,7,81,0.5,9.95,M,2007
507,Medal of Honor: Heroes 2,1,69,0.5,17.95,E,2007
508,Spider-Man 3,1,63,0.5,11.95,E,2007
509,Tom Clancy's Rainbow Six: Vegas,2,86,0.49,16.95,E,2007
510,Need for Speed: ProStreet,2,61,0.49,16.95,M,2007
511,NBA LIVE 08 ,1,73,0.49,9.95,T,2007
512,Dance Dance Revolution Universe 2,4,65,0.48,19.95,T,2007
513,MX vs. ATV Untamed,2,70,0.48,17.95,T,2007
514,Final Fantasy IV,1,85,0.48,17.95,T,2007
515,NBA Street Homecourt,4,80,0.47,7.95,T,2007
516,The Simpsons Game,2,64,0.47,17.95,T,2007
517,Winter Sports: The Ultimate Challenge,1,52,0.47,16.95,E,2007
518,WWE Smackdown vs. Raw 2008,4,68,0.46,16.95,E,2007
519,Tiger Woods PGA Tour 07,4,71,0.46,17.95,T,2007
520,Crash of the Titans,1,73,0.46,17.95,T,2007
521,Sonic Rivals 2,1,60,0.46,22.95,M,2007
522,Boogie,2,57,,17.95,T,2007
523,Medal of Honor: Airborne,2,73,0.45,17.95,E,2007
524,The Sims 2: Castaway,1,73,0.45,17.95,T,2007
525,Spider-Man 3,1,53,0.45,14.95,T,2007
526,Lost Odyssey,1,78,0.45,19.95,T,2007
527,Bee Movie Game,1,58,0.44,17.95,E,2007
528,Spider-Man 3,1,79,0.44,16.95,M,2007
529,Final Fantasy Tactics,1,88,0.44,17.95,M,2007
530,Endless Ocean,1,72,0.44,24.95,E,2007
531,SingStar,6,82,0.43,14.95,E,2007
532,Ratatouille,1,62,0.43,19.95,T,2007
533,The Sims 2: Pets,1,65,0.43,22.95,T,2007
534,Two Worlds,1,50,0.43,14.95,M,2007
535,Crash of the Titans,2,69,0.42,17.95,E,2007
536,Sonic the Hedgehog,2,46,0.41,14.95,T,2007
537,Mega Man Star Force: Dragon,1,60,0.41,27.95,T,2007
538,Sonic the Hedgehog,2,43,0.4,16.95,M,2007
539,Harry Potter and the Order of the Phoenix,1,69,0.4,24.95,T,2007
540,Nicktoons: Attack of the Toybots,1,60,0.4,14.95,T,2007
541,WWE Smackdown vs. Raw 2008,4,59,0.39,12.95,M,2007
542,The Simpsons Game,2,71,0.39,17.95,E,2007
543,DiRT,1,83,0.39,17.95,E,2007
544,Kane & Lynch: Dead Men,2,65,0.38,14.95,E,2007
545,Jam Sessions,1,72,0.38,8.95,T,2007
546,Monster Hunter Freedom 2,1,72,,12.95,T,2007
547,Shadowrun,1,66,0.38,12.95,E,2007
548,Thrillville: Off the Rails,4,70,0.37,16.95,E,2007
549,Tony Hawk's Proving Ground,2,73,0.37,12.95,E,2007
550,My Word Coach,1,71,0.37,15.95,T,2007
551,The World Ends With You,1,88,0.37,17.95,M,2007
552,The BIGS,4,66,0.36,17.95,M,2007
553,NCAA Football 08,2,77,0.36,9.95,T,2007
554,Final Fantasy Tactics A2: Grimoire of the Rift,1,80,0.36,17.95,E,2007
555,Beowulf: The Game,1,51,0.36,12.95,E,2007
556,The Darkness,1,82,0.36,14.95,M,2007
557,Tom Clancy's Ghost Recon: Advanced Warfighter 2...,4,84,0.35,17.95,T,2007
558,Final Fantasy,1,67,0.35,17.95,T,2007
559,Lair,1,53,0.35,19.95,E,2007
560,Transformers: The Game,1,53,0.35,17.95,T,2007
561,Command & Conquer 3: Tiberium Wars,1,82,0.35,24.95,T,2007
562,Overlord,1,76,0.35,17.95,M,2007
563,Diner Dash,1,64,0.34,17.95,T,2007
564,Medal of Honor: Heroes 2,1,73,0.34,19.95,E,2007
565,MX vs. ATV Untamed,2,67,0.33,17.95,T,2007
566,Time Crisis 4,2,60,0.33,24.95,M,2007
567,Dragon Ball Z: Budokai Tenkaichi 3,2,72,0.33,17.95,E,2007
568,Final Fantasy XII: Revenant Wings,1,81,0.33,19.95,T,2007
569,SOCOM: U.S. Navy SEALs - Tactical Strike,1,72,0.33,14.95,M,2007
570,Unreal Tournament III,1,86,,16.95,M,2007
571,Bee Movie Game,2,62,,14.95,E,2007
572,Def Jam: Icon,2,69,0.32,17.95,M,2007
573,Transformers: The Game,1,54,0.32,17.95,E,2007
574,TimeShift,1,70,0.32,12.95,M,2007
575,SSX Blur,4,74,0.31,17.95,E,2007
576,Bleach: The Blade of Fate,1,83,0.31,17.95,E,2007
577,EA Playground,1,60,0.31,11.95,E,2007
578,Final Fantasy II,1,63,0.31,17.95,E,2007
579,The Eye of Judgment,2,75,0.3,12.95,E,2007
580,MLB 07: The Show,2,77,0.3,9.95,T,2007
581,Virtua Fighter 5,2,85,0.3,14.95,M,2007
582,NiGHTS: Journey of Dreams,2,69,0.3,14.95,M,2007
583,Puzzle Quest: Challenge of the Warlords,1,82,0.3,17.95,E,2007
584,NBA Live 08,1,73,0.3,14.95,E,2007
585,Kane & Lynch: Dead Men,2,64,0.29,19.95,E,2007
586,Crash of the Titans,2,65,0.29,17.95,E,2007
587,Harry Potter and the Order of the Phoenix,1,51,0.29,17.95,E,2007
588,SimCity DS,1,69,0.29,14.95,T,2007
589,Wario: Master of Disguise,1,60,0.29,14.95,E,2007
590,No More Heroes,1,83,0.29,17.95,M,2007
591,BlackSite: Area 51,1,62,0.29,17.95,E,2007
592,Shrek the Third,2,56,0.28,14.95,E,2007
593,Shrek the Third,1,70,0.28,16.95,T,2007
594,Surf's Up,1,56,0.28,14.95,T,2007
595,MLB 07: The Show,1,82,0.28,9.95,E,2007
596,TMNT,1,58,0.28,19.95,E,2007
597,Spider-Man: Friend or Foe,2,60,0.27,17.95,E,2007
598,Contra 4,1,83,0.27,17.95,T,2007
599,Phoenix Wright: Ace Attorney - Trials and Tribu...,1,81,0.27,17.95,T,2007
600,Disney Pirates of the Caribbean: At World's End,1,66,0.27,14.95,T,2007
601,Dragon Ball Z: Shin Budokai - Another Road,1,65,0.27,16.95,E,2007
602,Spider-Man 3,1,60,0.27,17.95,E,2007
603,The Golden Compass,1,41,0.27,9.95,M,2007
604,Stuntman: Ignition,4,75,0.26,14.95,T,2007
605,Chicken Shoot,2,27,0.26,12.95,E,2007
606,Shrek the Third,2,57,0.26,16.95,E,2007
607,DK: Jungle Climber,1,77,,24.95,T,2007
608,Dragon Quest IV: Chapters of the Chosen,1,80,0.26,24.95,T,2007
609,300: March to Glory,1,55,0.26,14.95,E,2007
610,Fire Emblem: Radiant Dawn,1,78,,34.95,T,2007
611,The Golden Compass,1,35,0.26,14.95,E,2007
612,Manhunt 2,1,62,0.26,19.95,E,2007
613,NASCAR 08,1,59,0.25,12.95,E,2007
614,Virtua Tennis 3,4,80,0.24,19.95,E,2007
615,All-Pro Football 2K8,,75,0.24,7.95,T,2007
616,Major League Baseball 2K7,2,74,0.24,7.95,M,2007
617,The Warriors,1,52,0.24,17.95,T,2007
618,Ghost Rider,4,49,0.23,16.95,T,2007
619,Tony Hawk's Proving Ground,2,57,0.23,16.95,E,2007
620,Juiced 2: Hot Import Nights,2,68,0.23,14.95,E,2007
621,Juiced 2: Hot Import Nights,1,72,0.23,13.95,T,2007
622,The Simpsons Game,1,59,0.23,16.95,M,2007
623,Syphon Filter: Logan's Shadow,1,85,0.23,16.95,T,2007
624,Tiger Woods PGA Tour 08,4,79,0.22,12.95,T,2007
625,Ratatouille,4,56,0.22,16.95,T,2007
626,Trauma Center: New Blood,2,77,0.22,17.95,E,2007
627,Hotel Dusk: Room 215,1,78,0.22,14.95,E,2007
628,Mega Man ZX Advent,1,78,0.22,17.95,T,2007
629,Silent Hill: 0rigins,1,78,0.22,17.95,E,2007
630,Harry Potter and the Order of the Phoenix,1,68,0.22,16.95,M,2007
631,NHL 08 ,1,85,0.22,9.95,E,2007
632,Castlevania: The Dracula X Chronicles,2,80,0.21,16.95,E,2007
633,Tony Hawk's Proving Ground,1,39,0.21,13.95,M,2007
634,Jeanne d'Arc,1,87,0.21,19.95,T,2007
635,BWii: Battalion Wars 2,1,75,0.21,14.95,T,2007
636,Battlestations: Midway,1,73,0.21,17.95,T,2007
637,Dragon Ball Z: Harukanaru Densetsu,1,57,0.2,14.95,T,2007
638,Touch the Dead,1,56,0.2,16.95,T,2007
639,The Darkness,1,80,0.2,14.95,E,2007
640,Donkey Kong Barrel Blast,4,46,0.19,29.95,T,2007
641,The BIGS,4,79,0.19,12.95,M,2007
642,Armored Core 4,2,65,0.19,17.95,E,2007
643,Etrian Odyssey,1,75,0.19,24.95,E,2007
644,Ben 10: Protector of the Earth,1,60,0.19,16.95,T,2007
645,Tom Clancy's Splinter Cell: Double Agent,1,78,0.19,22.95,M,2007
646,Looney Tunes: Acme Arsenal,1,27,0.19,14.95,T,2007
647,Zack & Wiki: Quest for Barbaros' Treasure,1,87,0.19,17.95,E,2007
648,Monster Jam,4,43,0.18,17.95,M,2007
649,Virtua Fighter 5,2,89,0.18,17.95,E,2007
650,Lunar Knights,1,82,0.18,16.95,T,2007
651,Enchanted Arms,1,64,0.18,17.95,E,2007
652,F.E.A.R.: First Encounter Assault Recon,1,72,,17.95,T,2007
653,Folklore,1,75,0.18,24.95,E,2007
654,Juiced 2: Hot Import Nights,1,71,0.18,17.95,T,2007
655,The Elder Scrolls IV: Shivering Isles,1,86,0.18,24.95,E,2007
656,NHL 08,7,86,0.17,9.95,T,2007
657,NCAA 07 March Madness,4,67,0.17,7.95,E,2007
658,Rayman Raving Rabbids,4,67,0.17,16.95,M,2007
659,Viva Pi$?ata: Party Animals,4,56,0.17,14.95,T,2007
660,Warriors Orochi,2,53,0.17,19.95,E,2007
661,Luminous Arc,1,70,0.17,24.95,T,2007
662,Picross DS,1,83,0.17,17.95,E,2007
663,Harry Potter and the Order of the Phoenix,1,67,0.17,17.95,E,2007
664,College Hoops 2K7,6,81,0.16,6.95,E,2007
665,The BIGS,4,80,0.16,22.95,T,2007
666,Stuntman: Ignition,4,76,0.16,16.95,E,2007
667,Mortal Kombat: Armageddon,4,71,0.16,24.95,E,2007
668,Def Jam: Icon,2,68,0.16,16.95,E,2007
669,Soulcalibur Legends,2,52,0.16,16.95,E,2007
670,Surf's Up,2,64,0.16,16.95,T,2007
671,Planet Puzzle League,1,86,0.16,17.95,E,2007
672,DiRT,1,83,0.16,17.95,E,2007
673,TMNT,1,60,0.16,17.95,E,2007
674,Soldier of Fortune: Payback,1,50,0.16,13.95,M,2007
675,Dynasty Warriors: Gundam,2,60,0.15,22.95,E,2007
676,Disney Pirates of the Caribbean: At World's End,2,55,0.15,14.95,M,2007
677,Bee Movie Game,2,71,0.15,12.95,T,2007
678,Dynasty Warriors: Gundam,2,55,0.15,22.95,M,2007
679,Golden Axe,2,45,0.15,14.95,M,2007
680,Dementium: The Ward,1,72,0.15,17.95,M,2007
681,Rondo of Swords,1,69,0.15,19.95,E,2007
682,Disgaea: Afternoon of Darkness,1,87,0.15,17.95,M,2007
683,NASCAR 08,1,57,0.15,14.95,M,2007
684,Dragon Quest Swords: The Masked Queen and the T...,1,65,0.15,16.95,T,2007
685,Call of Juarez,1,71,0.15,14.95,E,2007
686,College Hoops 2K8,1,81,0.15,9.95,M,2007
687,Eternal Sonata,1,79,0.15,27.95,M,2007
688,Kingdom Under Fire: Circle of Doom,1,55,0.15,14.95,E,2007
689,Vampire Rain,1,38,0.15,11.95,T,2007
690,All-Pro Football 2K8,,73,0.14,9.95,T,2007
691,Mercury Meltdown,2,77,0.14,12.95,E,2007
692,Conan,1,69,0.14,17.95,E,2007
693,Godzilla: Unleashed,1,44,0.14,24.95,E,2007
694,NBA Live 08,1,52,0.14,14.95,M,2007
695,Conan,1,69,0.14,14.95,E,2007
696,Spider-Man: Friend or Foe,2,59,0.13,17.95,T,2007
697,College Hoops 2K8,7,82,0.12,12.95,M,2007
698,NBA 08,4,63,0.12,9.95,M,2007
699,Thrillville: Off the Rails,4,73,0.12,17.95,E,2007
700,Geometry Wars: Galaxies,1,79,0.12,14.95,T,2007
701,Rayman Raving Rabbids,1,56,0.12,17.95,M,2007
702,WordJong,1,77,0.12,17.95,M,2007
703,"Warhammer 40,000: Squad Command",1,67,0.12,17.95,T,2007
704,Beowulf: The Game,1,51,0.12,12.95,T,2007
705,The Golden Compass,1,40,0.12,12.95,M,2007
706,Scarface: The World is Yours,1,71,,22.95,M,2007
707,Hot Wheels: Beat That!,1,43,0.12,19.95,T,2007
708,NHL 2K8 ,1,71,0.12,6.95,T,2007
709,NBA Street Homecourt,4,81,0.11,14.95,E,2007
710,Geometry Wars: Galaxies,2,80,0.11,16.95,T,2007
711,Final Fantasy: Crystal Chronicles - Echoes of Time,1,75,0.11,24.95,T,2007
712,Godzilla Unleashed: Double Smash,1,28,0.11,17.95,T,2007
713,MX vs. ATV Untamed,1,61,0.11,17.95,E,2007
714,WWE SmackDown vs. Raw 2008,1,61,0.11,14.95,T,2007
715,The BIGS,1,72,0.11,16.95,M,2007
716,Brave Story: New Traveler,1,76,0.11,17.95,T,2007
717,WipEout Pulse,1,82,0.11,16.95,T,2007
718,TimeShift,1,70,0.11,16.95,M,2007
719,Star Trek: Conquest,1,49,0.11,27.95,T,2007
720,Beautiful Katamari,1,73,0.11,17.95,M,2007
721,Hour of Victory,1,37,0.11,12.95,M,2007
722,Fantastic Four: Rise of the Silver Surfer,4,47,0.1,14.95,M,2007
723,SEGA Rally Revo,2,77,0.1,14.95,E,2007
724,7 Wonders of the Ancient World,1,60,0.1,17.95,T,2007
725,Draglade,1,71,0.1,16.95,M,2007
726,Final Fantasy Fables: Chocobo Tales,1,75,0.1,17.95,M,2007
727,Marvel Trading Card Game,1,61,0.1,16.95,M,2007
728,Crazy Taxi: Fare Wars,1,64,0.1,17.95,E,2007
729,The Golden Compass,1,28,0.1,14.95,E,2007
730,Harry Potter and the Order of the Phoenix,1,52,0.1,16.95,E,2007
731,Bladestorm: The Hundred Years' War,1,58,0.1,44.95,E,2007
732,Surf's Up,4,61,0.09,17.95,E,2007
733,Blazing Angels 2: Secret Missions of WWII,2,72,0.09,16.95,M,2007
734,InuYasha: Secret of the Divine Jewel,1,46,0.09,24.95,T,2007
735,The Settlers,1,39,0.09,17.95,T,2007
736,Shrek the Third,1,57,0.09,22.95,T,2007
737,Ratatouille,1,55,0.09,17.95,T,2007
738,Soldier of Fortune: Payback,1,50,0.09,14.95,E,2007
739,Heatseeker,1,62,0.09,17.95,T,2007
740,NHL 2K8,7,74,0.08,9.95,E,2007
741,NCAA March Madness 08,4,67,0.08,12.95,E,2007
742,Fantastic Four: Rise of the Silver Surfer,4,45,0.08,14.95,E,2007
743,Monster Madness: Battle for Suburbia,4,55,0.08,14.95,E,2007
744,Pro Evolution Soccer 2008,4,76,0.08,14.95,M,2007
745,Blazing Angels 2: Secret Missions of WWII,2,70,0.08,22.95,T,2007
746,Cake Mania,1,55,0.08,16.95,M,2007
747,River King: Mystic Valley,1,54,0.08,24.95,T,2007
748,Touch Detective 2 1/2,1,67,0.08,14.95,T,2007
749,7 Wonders of the Ancient World,1,51,0.08,17.95,E,2007
750,Brooktown High,1,51,0.08,16.95,T,2007
751,Crush,1,83,0.08,16.95,E,2007
752,Jackass: The Game,1,58,0.08,17.95,E,2007
753,The Sims 2: Castaway,1,64,0.08,17.95,T,2007
754,Test Drive Unlimited,1,80,0.08,17.95,M,2007
755,Thrillville: Off the Rails,1,72,0.08,16.95,T,2007
756,Victorious Boxers: Revolution,1,59,0.08,24.95,E,2007
757,Bladestorm: The Hundred Years' War,1,63,0.08,34.95,T,2007
758,Looney Tunes: Acme Arsenal,4,40,0.07,17.95,M,2007
759,SEGA Rally Revo,2,75,0.07,16.95,T,2007
760,Death Jr. and the Science Fair of Doom,1,47,0.07,12.95,M,2007
761,Indianapolis 500 Legends,1,51,0.07,16.95,T,2007
762,Worms: Open Warfare 2,1,81,0.07,17.95,E,2007
763,Alien Syndrome,1,51,0.07,12.95,E,2007
764,BlackSite: Area 51,1,56,0.07,17.95,E,2007
765,Code Lyoko: Quest for Infinity,1,58,0.07,17.95,T,2007
766,Super Swing Golf Season 2,1,70,0.07,19.95,M,2007
767,FlatOut: Ultimate Carnage,1,80,0.07,16.95,E,2007
768,Zoids Assault,1,46,0.07,17.95,M,2007
769,Alien Syndrome,4,48,0.06,12.95,E,2007
770,Tetris Evolution,4,52,0.06,17.95,T,2007
771,Heroes of Mana,1,66,0.06,24.95,T,2007
772,Myst,1,43,0.06,24.95,E,2007
773,Coded Arms: Contagion,1,56,0.06,14.95,E,2007
774,King of Clubs,1,35,0.06,14.95,E,2007
775,F.E.A.R. Files,1,66,0.06,17.95,E,2007
776,Ontamarama,1,71,0.05,17.95,M,2007
777,Retro Game Challenge,1,77,0.05,17.95,T,2007
778,Ultimate Mortal Kombat 3,1,73,0.05,23.95,E,2007
779,"Warhammer 40,000: Squad Command",1,57,0.05,17.95,T,2007
780,Juiced 2: Hot Import Nights,1,73,0.05,16.95,E,2007
781,Pursuit Force: Extreme Justice,1,73,0.05,14.95,E,2007
782,Medal of Honor: Vanguard,1,56,0.05,17.95,T,2007
783,World Series of Poker 2008: Battle for the Brac...,1,74,0.05,19.95,E,2007
784,Pro Evolution Soccer 2008,7,74,0.04,17.95,E,2007
785,Worms: Open Warfare 2,4,80,0.04,17.95,T,2007
786,Surf's Up,4,59,0.04,17.95,E,2007
787,Fantastic Four: Rise of the Silver Surfer,4,39,,12.95,E,2007
788,Brothers in Arms DS,1,72,0.04,17.95,E,2007
789,Bubble Bobble Double Shot,1,50,0.04,17.95,E,2007
790,Fantastic Four: Rise of the Silver Surfer,1,35,0.04,14.95,E,2007
791,Zendoku,1,68,0.04,16.95,E,2007
792,Heatseeker,1,49,0.04,12.95,T,2007
793,Manhunt 2,1,69,0.04,7.95,T,2007
794,SWAT: Target Liberty,1,50,0.04,12.95,E,2007
795,Anubis II,1,19,0.04,9.95,M,2007
796,Barnyard,1,65,0.04,17.95,T,2007
797,Escape from Bug Island,1,37,0.04,14.95,T,2007
798,Octomania,1,66,0.04,14.95,M,2007
799,Cabela's Big Game Hunter,1,51,0.04,19.95,E,2007
800,UEFA Champions League 2006-2007,4,72,0.03,6.95,T,2007
801,Aliens Vs Predator: Requiem,2,49,0.03,17.95,T,2007
802,NBA 08,2,75,0.03,7.95,E,2007
803,Guilty Gear XX ? Core,2,75,0.03,24.95,E,2007
804,Arkanoid DS,1,61,0.03,16.95,E,2007
805,Code Lyoko,1,63,0.03,11.95,T,2007
806,Dynasty Warriors DS: Fighter's Battle,1,56,0.03,14.95,T,2007
807,Orcs & Elves,1,68,0.03,14.95,T,2007
808,Prism: Light the Way,1,73,0.03,16.95,T,2007
809,Dead Head Fred,1,75,0.03,12.95,E,2007
810,Hot Pixel,1,55,0.03,8.95,T,2007
811,The Legend of Heroes III: Song of the Ocean,1,58,0.03,17.95,T,2007
812,SEGA Rally Revo,1,74,0.03,16.95,T,2007
813,Bionicle Heroes,1,52,0.03,17.95,T,2007
814,Burnout Dominator,4,76,0.02,17.95,T,2007
815,Samurai Warriors 2: Empires,2,53,0.02,19.95,E,2007
816,Meteos: Disney Magic,1,74,0.02,12.95,T,2007
817,Turn It Around,1,39,0.02,9.95,E,2007
818,Cube,1,60,0.02,17.95,T,2007
819,Dragoneer's Aria,1,56,0.02,24.95,E,2007
820,The Fast and the Furious,1,58,0.02,22.95,M,2007
821,R-Type Command,1,69,0.02,14.95,M,2007
822,Virtua Tennis 3,1,79,0.02,16.95,M,2007
823,Virtua Tennis 3,4,80,0.01,14.95,T,2007
824,Front Mission,1,72,0.01,17.95,E,2007
825,Lost in Blue 2,1,58,0.01,17.95,T,2007
826,Nervous Brickdown,1,70,0.01,17.95,E,2007
827,Sea Monsters: A Prehistoric Adventure,1,43,0.01,13.95,T,2007
828,After Burner: Black Falcon,1,73,0.01,19.95,M,2007
829,Capcom Puzzle World,1,65,0.01,19.95,M,2007
830,Puzzle Quest: Challenge of the Warlords,1,84,0.01,17.95,T,2007
831,Smash Court Tennis 3,1,68,0.01,19.95,T,2007
832,UEFA Champions League 2006-2007,1,71,0.01,14.95,T,2007
833,Driver: Parallel Lines,1,59,0.01,24.95,E,2007
834,Mario Kart Wii,4,82,12.39,29.95,T,2008
835,Grand Theft Auto IV,1,98,5.76,24.95,E,2008
836,Super Smash Bros.: Brawl,6,93,5.71,39.95,T,2008
837,Call of Duty: World at War,4,84,4.58,29.95,E,2008
838,Grand Theft Auto IV,1,98,3.91,24.95,E,2008
839,Gears of War 2,2,93,3.9,24.95,E,2008
840,Pokmon: Platinum Version,1,83,2.86,27.95,T,2008
841,Metal Gear Solid 4: Guns of the Patriots,1,94,2.58,22.95,T,2008
842,Fable II,1,89,2.55,17.95,E,2008
843,Call of Duty: World at War,4,85,2.53,29.95,T,2008
844,Guitar Hero: World Tour,4,86,2.47,17.95,T,2008
845,LittleBigPlanet,4,95,,24.95,T,2008
846,Fallout 3,1,93,2.44,17.95,T,2008
847,LEGO Indiana Jones: The Original Adventures,2,77,2.42,9.95,M,2008
848,Left 4 Dead,2,89,2.39,19.95,M,2008
849,Madden NFL 09,4,83,2.33,14.95,T,2008
850,Guitar Hero: On Tour,1,71,2.22,14.95,M,2008
851,Kung Fu Panda,4,75,2.04,9.95,E,2008
852,Rock Band 2,4,92,1.85,19.95,E,2008
853,Sega Superstars Tennis,4,67,1.84,9.95,E,2008
854,Guitar Hero: World Tour,4,85,1.78,16.95,T,2008
855,Animal Crossing: City Folk,1,73,1.78,29.95,T,2008
856,Mario & Sonic at the Olympic Games,1,70,1.74,24.95,T,2008
857,Madden NFL 09,4,85,1.66,14.95,E,2008
858,LEGO Batman: The Videogame,2,76,1.64,14.95,T,2008
859,Tom Clancy's Rainbow Six: Vegas 2,2,82,1.61,16.95,M,2008
860,Kirby Super Star Ultra,1,76,1.6,24.95,M,2008
861,Star Wars: The Force Unleashed,1,73,1.59,16.95,T,2008
862,God of War: Chains of Olympus,1,91,1.54,17.95,T,2008
863,Fallout 3,1,90,1.48,17.95,M,2008
864,Pure,1,85,1.43,12.95,T,2008
865,LEGO Indiana Jones: The Original Adventures,2,78,1.42,16.95,E,2008
866,Rock Band,2,92,1.4,17.95,T,2008
867,LEGO Batman: The Videogame,1,72,1.39,17.95,T,2008
868,Saints Row 2,1,81,1.39,17.95,E,2008
869,LEGO Batman: The Videogame,2,74,1.32,17.95,E,2008
870,Call of Duty: World at War,2,83,1.17,29.95,M,2008
871,Midnight Club: Los Angeles,1,81,1.15,22.95,E,2008
872,Mortal Kombat vs. DC Universe,2,76,1.13,24.95,E,2008
873,Army of Two,2,72,1.12,16.95,T,2008
874,Resistance 2,2,87,1.11,24.95,E,2008
875,Rock Band 2,1,91,1.11,24.95,E,2008
876,Midnight Club: Los Angeles,1,82,1.09,22.95,M,2008
877,Sonic Unleashed,1,66,1.09,17.95,E,2008
878,NBA 2K9 ,1,84,1.07,12.95,E,2008
879,Guitar Hero: World Tour,4,84,1.04,17.95,E,2008
880,Guitar Hero: Aerosmith,1,73,1.03,14.95,E,2008
881,Star Wars: The Force Unleashed,2,71,1.01,14.95,E,2008
882,Burnout Paradise,1,87,1.01,17.95,T,2008
883,Pokmon Ranger: Shadows of Almia,1,68,0.99,24.95,T,2008
884,Mortal Kombat vs. DC Universe,2,72,0.98,24.95,M,2008
885,Dead Space,1,88,0.96,17.95,M,2008
886,Shaun White Snowboarding: Road Trip,1,78,0.95,14.95,E,2008
887,Star Wars: The Force Unleashed,1,71,0.92,17.95,E,2008
888,Guitar Hero: Aerosmith,2,70,0.91,9.95,E,2008
889,SOCOM: U.S. Navy SEALs - Confrontation,1,63,0.91,16.95,E,2008
890,SoulCalibur IV,,85,0.87,19.95,E,2008
891,Battlefield: Bad Company,1,83,0.83,16.95,E,2008
